KOEN1
24
45
<CIRCLE 435 252 1 0 0>; 1.01655 1.01639 1.0167 1.01636 1.01634 1.01621 1.00021 1.00056 1.00066 -0.0416125 -0.0421781 -0.00038444 0.0404684 0.00719258 0.00534318 -0.00211661 -0.00323559 0.00596184 0.0486035 0.0484096 0.00646049 -0.0434943 0.00484806 -0.0918484;
<CIRCLE 424 201 1 0 0>; 1.04821 1.05727 1.073 1.05151 1.05793 1.06381 1.00233 1.00493 1.00243 -0.156182 -0.820557 -0.819807 -0.373686 -0.485954 -0.858223 -0.52661 -1.22495 -1.36919 -0.329794 0.120738 0.097579 -0.681662 -2.27321 -1.0358;
<CIRCLE 421 244 1 0 0>; 1.01637 1.01639 1.01745 1.01635 1.01659 1.01649 1.00007 1.00064 1.00085 0.0406691 -0.0407134 -0.103561 0.024495 0.0545293 0.0106874 0.0649667 -0.015593 -0.0478602 0.0140104 0.0487223 0.111571 0.105597 -0.148473 -0.0887878;
<CIRCLE 432 224 1 0 0>; 1.01647 1.01647 1.01669 1.01638 1.01638 1.01633 1.00018 1.0004 1.0005 -0.0674826 -0.0357235 0.00407651 0.0419594 1.75784e-05 0.00218788 -0.0252237 0.00619207 0.00308628 0.066774 0.0375906 -0.00204993 -0.0920635 0.00747465 -0.0733877;
<CIRCLE 429 198 1 0 0>; 1.06088 1.07162 1.09936 1.06503 1.07629 1.08367 1.00227 1.00681 1.0032 -0.341381 -0.500416 -0.0886918 -0.61177 -0.798094 -1.09331 -0.982807 -1.16005 -0.919374 -0.398547 -0.46033 -0.94452 -1.37462 -1.0537 -0.126828;
<CIRCLE 424 221 1 0 0>; 1.01636 1.01639 1.01656 1.01633 1.01624 1.0162 1.00009 1.00042 1.00053 -0.0368401 -0.0402355 -0.00705245 0.0381046 0.0132157 0.00662022 0.00186719 -0.00240536 0.00543453 0.0494908 0.0460361 0.0133205 -0.0343305 -0.00127417 -0.0863945;
<CIRCLE 421 255 1 0 0>; 1.01634 1.01645 1.0169 1.01632 1.01629 1.01645 1.00015 1.00064 1.00045 0.0111007 0.0877523 0.078852 0.0158269 0.0225231 0.0754787 0.026644 0.102997 0.100785 0.0127667 -0.0102461 -0.00261244 0.0364313 0.179452 0.0969817;
<CIRCLE 457 223 1 0 0>; 1.01639 1.01632 1.01637 1.01627 1.01628 1.01627 1.00015 1.0002 1.00015 -0.0298979 -0.0471289 -0.0194499 0.0301497 0.00859307 -0.00272833 -0.000893252 -0.0174345 -0.0103471 0.0391056 0.0435484 0.0150327 -0.0313961 -0.028053 -0.0911394;
<CIRCLE 461 178 1 0 0>; 1.48347 1.59665 1.67888 1.53683 1.57135 1.63567 1.00285 1.00868 1.00194 0.486155 0.221362 -0.35186 2.52561 2.51106 3.36877 2.82875 2.81104 2.47784 2.25107 3.03923 3.35381 3.08559 2.481 -2.71253;
<CIRCLE 465 265 1 0 0>; 1.01721 1.01826 1.01987 1.01745 1.01753 1.01847 1.00056 1.00199 1.00117 -0.0202107 0.157992 0.205495 -0.0146029 -0.0155078 0.112201 -0.0301269 0.148865 0.19165 -0.0035825 -0.0709829 -0.103551 -0.0426005 0.404481 0.239558;
<CIRCLE 449 189 1 0 0>; 1.02804 1.03556 1.02611 1.03009 1.02509 1.02807 1.00332 1.00386 1.00536 -0.0377864 0.0375426 0.0709481 -0.42973 -0.484469 -0.283694 -0.446592 -0.407641 -0.46459 -0.473581 -0.321254 -0.34478 -0.463583 -0.414391 0.347902;
<CIRCLE 457 253 1 0 0>; 1.01661 1.01653 1.01707 1.01623 1.01601 1.01642 1.00067 1.00164 1.00075 -0.106164 -0.169188 -0.110353 0.067064 0.00780973 -0.0590863 -0.0391942 -0.102306 -0.104133 0.113611 0.111277 0.0511068 -0.144824 -0.214396 -0.280335;
<CIRCLE 465 234 1 0 0>; 1.01715 1.02081 1.02155 1.01818 1.01839 1.0211 1.00157 1.00187 1.00016 -0.111986 -0.0731819 0.0626288 -0.0093733 -0.0413896 -0.00661506 -0.108282 -0.0696455 0.0227978 0.0464732 0.0317687 -0.0701345 -0.192835 0.08569 -0.0902606;
<CIRCLE 453 193 1 0 0>; 1.10289 1.07648 1.11392 1.08573 1.10637 1.09107 1.00716 1.00366 1.00729 1.3209 0.507106 -0.934292 -1.48384 -1.01353 -1.19949 0.13458 -0.730722 -2.08436 -2.60271 -1.92009 -0.21959 1.71896 -3.1053 2.67671;
<CIRCLE 446 227 1 0 0>; 1.01644 1.01644 1.01627 1.01637 1.01625 1.01626 1.00013 1.0002 1.00018 0.0186188 -0.0117315 -0.0269063 0.0118821 0.02245 0.00446474 0.0307365 0.000779992 -0.00428347 0.003228 0.0158914 0.0315732 0.0500343 -0.0315445 -0.027034;
<CIRCLE 457 265 1 0 0>; 1.01648 1.01646 1.01729 1.01631 1.01617 1.01656 1.00031 1.00141 1.00062 -0.0643122 -0.123602 -0.0392039 0.0409734 -0.00124454 -0.0305309 -0.0233646 -0.0839465 -0.0414702 0.0626665 0.0933064 0.0101532 -0.0872657 -0.0817751 -0.219296;
