KOEN1
24
45
<CIRCLE 407 155 1 0 0>; 2.13061 1.53709 1.11434 1.7444 1.29697 1.2321 1.07625 1.41144 1.1283 -2.14656 -1.10045 -0.535349 -4.22184 0.67064 -0.0346718 -3.7677 -1.69075 0.100251 1.81635 1.28372 0.565275 -3.35011 -0.419551 -2.35458;
<CIRCLE 412 81 1 0 0>; 1.01839 1.02228 1.01863 1.01942 1.01808 1.019 1.00179 1.00085 1.00285 -0.255328 0.0396083 0.295896 -0.182961 -0.24466 -0.17844 -0.437934 -0.14271 0.0708939 0.0166445 -0.214563 -0.467287 -0.697486 0.356911 0.25396;
<CIRCLE 424 229 1 0 0>; 1.17147 1.13969 1.08944 1.15428 1.11442 1.10595 1.00206 1.02763 1.01512 -0.431828 -1.00225 -0.659139 -0.512755 -0.25683 0.122989 -0.677676 -0.543055 -0.333868 -0.056766 0.766843 0.531058 -0.877499 -0.690566 -1.03555;
<CIRCLE 395 109 1 0 0>; 1.72635 1.57622 1.15411 1.64458 1.31037 1.28251 1.00609 1.16036 1.10597 -0.620261 -0.664382 -0.346172 -3.51022 -5.15671 -2.64057 -5.27152 -8.78094 -7.50815 -3.72593 -2.52351 -2.81146 -6.86738 -6.74265 0.350931;
<CIRCLE 384 184 1 0 0>; 1.24421 1.16483 1.10606 1.1502 1.09559 1.12318 1.09548 1.14651 1.02126 5.08292 8.29667 4.85509 -2.74212 -1.63132 -0.095503 2.28539 5.8409 2.88415 -6.58838 -8.60505 -4.42469 6.13521 7.44032 15.5148;
<CIRCLE 418 161 1 0 0>; 1.64866 1.41522 1.12643 1.51511 1.25712 1.21475 1.0164 1.17513 1.08032 0.842698 -0.159681 -0.4274 7.02149 3.56135 1.2896 6.04495 4.53412 3.01273 3.7583 1.78994 1.85626 5.70098 2.13098 -2.71174;
<CIRCLE 412 109 1 0 0>; 1.89103 1.6625 1.13413 1.76465 1.31874 1.28055 1.00959 1.23322 1.14983 1.22368 -2.77877 -2.75282 7.14461 4.15973 1.3469 6.91549 3.23652 1.59603 4.03943 4.43778 4.1564 6.92682 -1.89536 -6.66977;
<CIRCLE 401 149 1 0 0>; 1.61316 1.39732 1.13872 1.45727 1.24958 1.22894 1.06144 1.17644 1.05355 -12.3509 -8.18213 -0.583239 5.51103 -3.16772 -1.60667 -8.83367 -8.00814 -3.43144 8.56257 5.83271 -1.31904 -21.66 -3.65791 -13.522;
<CIRCLE 389 229 1 0 0>; 1.20118 1.03583 1.01927 1.04038 1.02698 1.02194 1.1495 1.16083 1.01094 0.528647 -1.42719 -0.688357 2.03627 0.365532 0.18889 2.35285 -0.0165295 -0.289611 0.226996 1.67435 0.841607 1.84477 -0.950711 -2.36099;
<CIRCLE 115 135 1 0 0>; 1.03149 1.02688 1.02304 1.02798 1.02413 1.02385 1.00235 1.00612 1.00216 0.203652 0.106396 -0.0660745 -0.418257 -0.430529 -0.273497 -0.163593 -0.206148 -0.452776 -0.690128 -0.423479 -0.231949 0.0794633 -0.487409 0.641453;
<CIRCLE 135 80 1 0 0>; 1.1903 1.20132 1.13579 1.19449 1.15388 1.1603 1.00218 1.01538 1.01347 0.787527 1.57208 0.87659 -0.36983 -0.514523 -0.544981 0.449052 1.50262 0.548963 -1.27054 -2.00303 -1.40218 1.24068 1.42161 3.67953;
<CIRCLE 130 200 1 0 0>; 1.16361 1.1628 1.13168 1.16005 1.12349 1.13533 1.00544 1.04326 1.0209 -0.0024555 -0.777471 -0.787616 -0.749802 -1.10147 -0.616553 -0.925067 -1.53535 -1.65698 -0.935548 -0.0590599 -0.118422 -1.08848 -2.18432 -0.633401;
<CIRCLE 95 90 1 0 0>; 1.02879 1.03902 1.04559 1.0328 1.03498 1.04166 1.00212 1.00422 1.00122 -0.234983 -0.0346537 0.351459 -0.389765 -0.596709 -0.669411 -0.637223 -0.426154 -0.224458 -0.324752 -0.631278 -1.04468 -0.892207 0.147006 0.592876;
<CIRCLE 105 165 1 0 0>; 1.19775 1.22311 1.32664 1.2025 1.21515 1.25758 1.01312 1.07611 1.02599 -1.39593 -4.64995 -2.73124 -2.24207 -1.53592 -0.39743 -3.45678 -6.11107 -3.6084 -0.361945 3.16298 1.6188 -4.59108 -5.25667 -7.32722;
<CIRCLE 125 145 1 0 0>; 1.22829 1.18587 1.11757 1.20426 1.15516 1.14407 1.00437 1.0287 1.01253 -1.10074 -0.347445 0.361864 3.33331 3.7018 1.64743 2.45015 2.50851 3.44884 4.65175 2.22465 1.59003 1.48765 3.3606 -2.83855;
<CIRCLE 115 105 1 0 0>; 1.23909 1.24895 1.22476 1.24359 1.23092 1.23613 1.00068 1.0016 1.00107 -1.0974 -1.40049 -0.333637 -0.342193 -0.100979 -0.432681 -1.23987 -1.65944 -0.590469 0.819391 0.951034 0.0309357 -2.14101 -1.05223 -2.31801;
<CIRCLE 110 145 1 0 0>; 1.05747 1.05387 1.03259 1.05451 1.03951 1.03926 1.00219 1.0105 1.00755 -0.202417 -0.494652 -0.446094 -0.0318039 -0.301393 -0.0855671 -0.345026 -0.592883 -0.613602 -0.0097621 0.346339 0.282995 -0.622283 -0.935907 -0.861592;
<CIRCLE 105 195 1 0 0>; 1.10353 1.13816 1.19105 1.11503 1.11682 1.153 1.01022 1.05378 1.0197 -0.2499 -1.0309 -1.13304 0.275147 0.668678 2.2312 0.0336875 -0.676556 -0.212295 0.840293 2.52614 2.85737 -0.178375 -0.9457 -3.09588;
<CIRCLE 313 73 1 0 0>; 1.01714 1.0183 1.03896 1.01712 1.01875 1.0216 1.00118 1.01822 1.01371 0.00302315 0.263927 0.30292 0.0582049 0.0641129 0.231358 0.0590381 0.318799 0.343633 0.0660544 0.15713 0.0285274 0.0579089 0.594758 0.103278;
<CIRCLE 315 41 1 0 0>; 1.54643 1.56119 1.20625 1.55132 1.32812 1.33619 1.00319 1.05753 1.05476 0.158654 1.6026 1.49436 1.69848 6.1807 2.67041 4.09971 5.75895 7.11004 3.77079 0.847238 1.82005 6.53469 7.66806 1.90983;
<CIRCLE 313 102 1 0 0>; 1.03498 1.03689 1.03587 1.03582 1.03519 1.03616 1.00023 1.00045 1.00042 -0.282136 -0.347666 -0.0806913 -0.503349 -0.548218 -0.459171 -0.795728 -0.824901 -0.592807 -0.252923 -0.132057 -0.41082 -1.08971 -0.638739 -0.19407;
<CIRCLE 310 54 1 0 0>; 1.60221 1.56667 1.22739 1.58307 1.36454 1.35555 1.0016 1.05616 1.04647 3.73795 3.15984 0.947324 -9.21154 -10.027 -3.79192 -6.54314 -4.79005 -7.22352 -12.7292 -7.44453 -5.65833 -3.81916 -4.5357 10.6562;
<CIRCLE 307 94 1 0 0>; 1.04274 1.04528 1.05409 1.04387 1.04766 1.04925 1.00026 1.00141 1.00082 -0.416004 -0.639127 -0.17772 -0.620891 -0.577763 -0.551769 -1.01235 -1.20468 -0.718771 -0.189919 -0.00257637 -0.426538 -1.3999 -0.849032 -0.575027;
<CIRCLE 321 75 1 0 0>; 1.01673 1.01699 1.0298 1.01662 1.01776 1.0181 1.00048 1.0108 1.01039 -0.0394982 0.364337 0.522509 0.0193912 -0.00989973 0.131685 -0.0205347 0.379779 0.502322 0.0301271 -0.0426621 -0.228648 -0.0610765 0.978238 0.388462;
<CIRCLE 323 51 1 0 0>; 1.6406 1.66668 1.26183 1.65259 1.40444 1.414 1.00121 1.04954 1.05186 -1.95205 -1.94856 -0.802651 -4.22355 -3.78431 -0.560114 -5.51425 -3.7521 -2.60432 -2.48408 0.509753 -0.415866 -6.80251 -2.48857 -0.55467;
<CIRCLE 310 73 1 0 0>; 1.01733 1.01868 1.04063 1.01743 1.0191 1.02264 1.00114 1.01936 1.01364 0.0499151 0.216269 0.0692482 0.0607493 0.112485 0.357222 0.10859 0.272049 0.165407 0.0666971 0.199219 0.290244 0.155166 0.228123 0.000395268;
<CIRCLE 307 102 1 0 0>; 1.03573 1.03743 1.03796 1.03649 1.03669 1.03751 1.00017 1.0003 1.00036 -0.319735 -0.0937871 0.237947 -0.5405 -0.537219 -0.478349 -0.848898 -0.592083 -0.268143 -0.229017 -0.429102 -0.747978 -1.15702 -6.3837e-05 0.378976;
